,0
0,2.867700095521286e-05
1,0.017490278994955588
2,0.03792535299726296
3,0.06452818899560953
4,0.08375394700124161
5,0.10715302400058135
6,0.12980910899932496
7,0.1524958419977338
8,0.17510964599932777
9,0.1926623670005938
10,0.21985425800085068
11,0.2374218879995169
12,0.2610423080041073
13,0.289995197999815
14,0.3060589879969484
15,0.3273324439942371
16,0.3959273239961476
17,0.3858450449988595
18,0.41776438299712026
19,0.44765133500186494
20,0.44179334500222467
21,0.4738179459964158
22,0.48925742999563226
23,0.5113290669978596
24,0.5849047910014633
25,0.5866955180026707
26,0.6238875179988099
27,0.6110839920002036
28,0.685608724001213
29,0.6559749450025265
30,0.6892290709947702
31,0.7063515319969156
32,0.7529512519977288
33,0.7247749740054132
34,0.7539161780005088
35,0.7867525469991961
36,0.8260014789993875
37,0.7866331840050407
38,0.8299637640011497
39,0.8264157839948894
40,0.8461457640005392
41,0.9143514200040954
42,0.8997394679972786
43,0.9234897639980773
44,0.9515694499932579
45,1.0193347729946254
46,1.0029326529984246
47,1.0468105920008384
48,1.0976247030048398
49,1.054770982998889
50,1.0723037930001738
51,1.1167193299988867
52,1.130916578003962
53,1.1363953629988828
54,1.164192436997837
55,1.1962488379940623
56,1.2094852599984733
57,1.2602999230002752
58,1.2492037839983823
59,1.2891432070027804
60,1.2977632050024113
61,1.3150085730012506
62,1.3583178429980762
63,1.3849361339962343
64,1.386811892996775
65,1.397102855000412
66,1.454471837998426
67,1.4681789249953
68,1.4980604390002554
69,1.5202143409987912
70,1.5117676989975735
71,1.5459750720037846
72,1.5551830979966326
73,1.615337126000668
74,1.602630343993951
75,1.6170544710039394
76,1.7680720150019624
77,1.6580875030049356
78,1.7217353420055588
79,1.728190016001463
80,1.7125142069999129
81,1.8153539609993459
82,1.7925662270063185
83,1.8398651999959839
84,1.804066265001893
85,1.8312748600001214
86,1.963550437001686
87,1.8725736999986111
88,1.9446744820015738
89,1.9753270510045695
90,2.272077072004322
91,1.9806619590017362
92,2.006795391003834
93,2.0560271439971984
94,2.040852794001694
95,2.063118124002358
96,2.176147074002074
97,2.0902605919982307
98,2.1237854930004687
99,2.1439874350035097
100,2.2170078349954565
101,2.226359959997353
102,2.2411634309974033
103,2.2741162970050937
104,2.2878080919981585
105,2.2548525989986956
106,2.335599211000954
107,2.2842773209995357
108,2.5530624500024715
109,2.701907801994821
110,2.7481159160015523
111,2.685650474006252
112,2.7788110350011266
113,2.77795089600113
114,2.7930959190052818
115,2.814016789001471
116,2.8476854830005323
117,2.9291060480027227
118,2.906287159996282
119,2.9573529949993826
120,2.6463733580021653
121,2.676771012003883
122,2.7578343610002776
123,2.7559440460026963
124,3.6923006949946284
125,3.4833479060034733
126,3.500615666998783
127,5.685761230997741
128,3.24047904300096
129,3.4114644799992675
130,3.223452918995463
131,3.0314841080034967
132,3.3854480700028944
133,3.5321224150029593
134,3.215627930003393
135,4.394032436997804
136,3.496279617000255
137,3.587178905996552
138,3.159186555996712
139,3.2378466829977697
140,3.4331016200012527
141,3.7122966579991044
142,3.7878707670024596
143,3.519965741004853
144,4.077783881999494
145,3.259194407000905
146,3.933793804004381
147,4.002333165000891
148,3.8917271609971067
149,3.8560297820004052
150,3.8526643560035154
151,3.438077291000809
152,3.4743214370028
153,4.083895092997409
154,4.176097283998388
155,3.6701518740010215
156,3.9580498760042246
157,3.848341345001245
158,3.888106318001519
159,3.7181832729984308
160,3.842703463997168
161,4.018475707001926
162,4.208916377996502
163,4.150675851000415
164,4.085660760996689
165,4.811626410002646
166,4.272394151004846
167,3.996668210005737
168,4.373192323000694
169,4.834688527000253
170,3.7819627320059226
171,3.903054156995495
172,3.8523523819967522
173,3.947636431999854
174,3.972277946995746
175,4.02486150200275
176,4.236832367998431
177,3.940647170995362
178,4.032846624002559
179,4.0746625140018295
180,4.277052776000346
181,4.588791652000509
182,4.688566926000931
183,4.258289427998534
184,4.878119561995845
185,4.619739833004132
186,4.6193908030036255
187,4.542033260004246
188,4.523999939003261
189,4.676929960995039
190,4.580569783996907
191,4.659556464997877
192,4.580976040000678
193,4.671171586000128
194,4.770294989000831
195,5.278928731997439
196,5.220308940006362
197,5.31604206400516
198,5.005129958000907
199,4.555553564001457
