,0
0,2.0979998225811872e-05
1,0.02430315700621577
2,0.045115407003322616
3,0.09569597899826476
4,0.09630477799510118
5,0.13860526300413767
6,0.14369162199727725
7,0.2391517970027053
8,0.28293808000307763
9,0.21496243499859705
10,0.21722607399715346
11,0.22367146799660986
12,0.34165582899731817
13,0.3044008010037942
14,0.3433364260054077
15,0.3264023800002178
16,0.3828834029991413
17,0.390604012995027
18,0.4534810460027074
19,0.43026335399918025
20,0.4362454010042711
21,0.4684252129954984
22,0.4978073739985121
23,0.5295731739970506
24,0.5943862669955706
25,0.5702141399960965
26,0.6579700000002049
27,0.8847943900036626
28,0.771766641002614
29,0.7666011609981069
30,0.8756273619947024
31,0.7370022090035491
32,0.7800158739992185
33,0.8956315290051862
34,0.8626883079996333
35,0.8121792780002579
36,0.8642070080022677
37,0.950932901003398
38,0.8478100469947094
39,0.8555199269976583
40,0.8553773120002006
41,0.912689719996706
42,0.8893771579969325
43,0.9406796930052224
44,1.1074286489965743
45,0.9600475219995132
46,1.1133375589997743
47,1.080805411998881
48,1.076757014998293
49,1.1327565680039695
50,1.1227268959992216
51,1.2263409000006504
52,1.2648622859996976
53,1.2192882929957705
54,1.201932392003073
55,1.2423591549959383
56,1.3068568840026271
57,1.3721924139972543
58,1.4165441359946271
59,1.4139951649995055
60,1.5621278699982213
61,1.529649784999492
62,1.4820426989972475
63,1.6810640519979645
64,1.5786623770036383
65,1.692842076998204
66,1.7385103369961143
67,1.670492324999941
68,1.627830958001141
69,1.4694279039977118
70,1.6856678820040545
71,1.6566297140016104
72,1.7528671710024355
73,1.6981391990047996
74,1.6957582110044314
75,1.721937535003235
76,1.8013456389962812
77,1.8480375590006588
78,1.77970880799694
79,1.9410436629987091
80,1.8746707739992416
81,1.992615391005529
82,1.9123397829971511
83,1.8313366219954328
84,1.9527691380062608
85,2.0555203510011784
86,1.9261801979955635
87,2.286506836004264
88,2.0842061689982074
89,2.049487718999444
90,2.1353873619955266
91,2.071586452999327
92,2.1767940450008605
93,2.0902009179990277
94,2.0914561050012708
95,2.0345349159979382
96,2.2342339280003216
97,2.175762357997882
98,2.2745068560034265
99,2.2112502390009467
100,2.487061265004741
101,2.404140343998733
102,2.2752535449981224
103,2.602746416996524
104,2.5904133980002366
105,2.5428679159958847
106,2.5440736640011887
107,2.652789594998467
108,2.559924740999122
109,2.711906543001533
110,2.4769838339998387
111,2.5121994790024478
112,2.547842412997852
113,2.550797651005269
114,2.561134477997257
115,2.562335265000001
116,2.6385582910006637
117,2.6260850280013983
118,2.6412626199962688
119,2.6908004390061246
120,2.6948036260000663
121,2.7326417209987994
122,3.0164748840034012
123,2.762336032006715
124,2.8087208299984923
125,2.8211384909955086
126,2.839183595002397
127,2.8725823210043018
128,2.9265164949974865
129,2.9111317030037758
130,2.938824921999185
131,2.966661405000196
132,3.0036079499986954
133,3.000262531000772
134,3.0032507970026927
135,3.0826597619961835
136,3.1349301660011406
137,3.1208346729981717
138,3.1309468550025485
139,3.1588247719992073
140,3.0940148520021467
141,3.1864336040016497
142,3.2313499719966785
143,3.0443527899988108
144,3.0611036530026468
145,3.1054498220037203
146,3.0800336539978166
147,3.096364364006149
148,3.1145993370009823
149,3.1842971040023262
150,3.2088110780023267
151,3.2214697660019738
152,3.243599910005287
153,3.24029559900373
154,3.2715280320044258
155,3.2915902640015697
156,3.323312334003276
157,3.3126759820006555
158,3.325326195001253
159,3.53118632100086
160,3.5799338910001097
161,3.4788508310011816
162,3.578427594999084
163,3.548821041003976
164,3.612262882001232
165,4.109350809005264
166,4.0274888839994665
167,4.045559466001578
168,3.8103716429977794
169,4.327598921001481
170,4.008650561998365
171,3.9771013820063668
172,4.209079820000626
173,4.371927834996312
174,3.696552506000444
175,4.389617371001805
176,4.0906962509980085
177,4.198107948999676
178,4.3306340189956245
179,4.3331088069971875
180,4.283295446999547
181,4.506699634999677
182,4.324390553003468
183,4.539937576002559
184,4.304687918003765
185,4.6085207799987975
186,4.136545807996298
187,4.196151049000036
188,4.19583446100296
189,4.516738730002544
190,4.632334817004448
191,4.6175097820014335
192,4.447767296995154
193,4.645322831995144
194,4.2773173230016255
195,4.328027656003542
196,4.7353608869962045
197,4.588587362006365
198,4.548068178002723
199,4.104167887002403
