,0
0,1.61460047820583e-05
1,0.03664402599679306
2,0.08185297300224192
3,0.1253645070028142
4,0.1774451260062051
5,0.22235695400013356
6,0.272683106995828
7,0.32243337699765107
8,0.361156254002708
9,0.4111226120003266
10,0.45434214099805104
11,0.48911149299965473
12,0.5579437160049565
13,0.6101873469960992
14,0.6386079829972005
15,0.6976762269987375
16,0.7311024110022117
17,0.807779055001447
18,0.8768112809993909
19,0.8992544889988494
20,1.0063998910045484
21,1.0153340350007056
22,1.025216558999091
23,1.0120372349992977
24,1.0829260620012064
25,1.0636421119997976
26,1.168082163996587
27,1.178890777999186
28,1.1876255569950445
29,1.2309905610018177
30,1.2860570139964693
31,1.3391181560000405
32,1.3831853800002136
33,1.4146318759958376
34,1.5155823929962935
35,1.5137821800017264
36,1.594321223004954
37,1.6304121049979585
38,1.6322811350037227
39,1.7334551160020055
40,1.7054993089986965
41,1.8947656390009797
42,1.840524835002725
43,1.8992571779963328
44,1.9943509309960064
45,1.9704751660028705
46,2.080026618001284
47,2.078418846002023
48,2.1235323590008193
49,2.3518474960001186
50,2.196295341993391
51,2.291640194998763
52,2.3047047479994944
53,2.336540769007115
54,2.5570825150061864
55,2.3776058009971166
56,2.473711047998222
57,2.5374613750027493
58,2.5708107459940948
59,2.6377189260019804
60,2.688751452995348
61,2.7888324369996553
62,2.764975600002799
63,2.744393865999882
64,3.0432866850023856
65,2.806344402997638
66,2.9852719600021373
67,2.9831942780001555
68,3.097234116998152
69,3.048962405002385
70,3.046140701000695
71,3.151482354995096
72,3.2424804870024673
73,3.288296609003737
74,3.235850968005252
75,3.3791961599999922
76,3.4380064029974164
77,3.8071048829951906
78,3.952086358993256
79,3.821366621996276
80,3.9550567229962326
81,3.990827417001128
82,3.956034131006163
83,4.186636136000743
84,4.13860118300363
85,3.9578915940001025
86,3.786077598000702
87,3.740320723001787
88,5.324278289001086
89,5.055868160998216
90,6.767293343997153
91,4.490497009996034
92,3.997706428002857
93,4.307151031003741
94,4.778255358003662
95,4.585034540999914
96,5.374645125004463
97,6.097791350002808
98,4.545940447002067
99,4.398307842995564
100,5.452272333997826
101,5.358370866000769
102,5.6129573290018016
103,4.755953446998319
104,5.342620764000458
105,5.3791626559977885
106,5.556789109999954
107,5.6834689829993295
108,4.970735593000427
109,6.197840903005272
110,5.668766675997176
111,5.3637863530020695
112,5.4281248889965354
113,5.522103031995357
114,5.444453820993658
115,6.465706080001837
116,5.949903508000716
117,6.373920943995472
118,6.380597421004495
119,5.893780356003845
120,6.49858188899816
121,5.370261449999816
122,5.5471810400049435
123,5.696432544005802
124,5.727540764004516
125,6.135946205999062
126,5.801350572000956
127,5.69633089099807
128,6.310928774000786
129,6.463368178003293
130,6.060698866000166
131,6.674178661000042
132,6.558216441000695
133,6.752974901995913
134,6.710459321002418
135,6.545128817000659
136,6.357087178999791
137,6.175289219005208
138,7.256302588997642
139,6.763506015005987
140,7.430661092999799
141,7.934415651005111
142,5.789178809005534
143,5.50264582199452
144,5.649638097005663
145,5.569208291002724
146,5.610195216002467
147,5.726328972996271
148,5.738370879997092
149,6.6895200590006425
150,5.747700425999938
151,5.713943561997439
152,6.068830381002044
153,5.849084043002222
154,5.885203232995991
155,5.943332898001245
156,6.778931382999872
157,6.071607297999435
158,6.098464460999821
159,6.127408292995824
160,6.181267657993885
161,6.550071248995664
162,6.604288677001023
163,6.333464103998267
164,6.378540678000718
165,6.806720941000094
166,6.932614653000201
167,6.871232069999678
168,6.588842950994149
169,6.760892836995481
170,6.711522327001148
171,6.8928166949990555
172,6.9844463570043445
173,6.766226462001214
174,6.761379907002265
175,6.502251722005894
176,6.455065293004736
177,6.810708537996106
178,6.52727581000363
179,7.175100745000236
180,7.5701840210022056
181,7.004389215006086
182,7.0039784380060155
183,7.030671011001687
184,7.463242541998625
185,7.0409583049986395
186,7.039690220000921
187,7.121320473997912
188,7.173671206997824
189,7.346332649998658
190,7.240165203002107
191,7.298640594002791
192,7.33905178400164
193,8.245324497002002
194,7.902859631001775
195,7.838843742996687
196,7.437318694006535
197,7.374897018999036
198,7.475377224996919
199,8.438020877998497
