,0
0,8.318995242007077e-06
1,0.018502557002648246
2,0.040246552001917735
3,0.0655913779992261
4,0.08554017599817598
5,0.10956450099911308
6,0.1293136259992025
7,0.15125363600236597
8,0.1751001640004688
9,0.19352362799691036
10,0.2213909869969939
11,0.2406985830020858
12,0.26199632200587075
13,0.29236673999548657
14,0.3123919110003044
15,0.32918751899705967
16,0.39625488899764605
17,0.38646572900324827
18,0.4118244709970895
19,0.4505784080029116
20,0.4502297649960383
21,0.4733935839976766
22,0.49204339400603203
23,0.5219450600052369
24,0.564908676999039
25,0.5653670520041487
26,0.6326788430014858
27,0.6352606519940309
28,0.6204964200005634
29,0.7103344560018741
30,0.816627526000957
31,0.770209522001096
32,0.7230049380013952
33,0.7130513779993635
34,0.7568170449958416
35,0.7930190270053572
36,0.7951958779958659
37,0.7970746270002564
38,0.8326396789998398
39,0.8391776930002379
40,0.8671816519999993
41,0.9257232660020236
42,0.9033909709978616
43,0.9203013020014623
44,0.9811890189957921
45,1.0019053730065934
46,1.001305837999098
47,1.0259702850016765
48,1.0764714769975399
49,1.0608357129967771
50,1.0883769110005233
51,1.1352074309979798
52,1.163611147996562
53,1.1550467710039811
54,1.1915122579957824
55,1.1962100980017567
56,1.255813923999085
57,1.2619046320032794
58,1.3262775510011124
59,1.3047322310012532
60,1.33807312999852
61,1.3379138719974435
62,1.4077456239974708
63,1.3987813549974817
64,1.381824053998571
65,1.4419253390005906
66,1.4250601060048211
67,1.504982929000107
68,1.5210491039979388
69,1.8149916860056692
70,1.5236054569977568
71,1.552940330002457
72,1.5994199359993218
73,1.5846980990027077
74,1.6439725759992143
75,1.6451498249953147
76,1.80188022099901
77,1.7017160620016512
78,1.7076298859974486
79,1.7804653459970723
80,1.7440426440007286
81,1.8600972100030049
82,1.814186351999524
83,1.8301283510008943
84,1.8622049339974183
85,2.045080133000738
86,1.9306431720033288
87,1.8983492679981282
88,1.893797523000103
89,1.9999326010001823
90,1.9748697609975352
91,2.0222096369980136
92,2.01562670700514
93,2.0614591229968937
94,2.0643101030000253
95,2.0738984109993908
96,2.148668773996178
97,2.098463661997812
98,2.1878606190002756
99,2.215496388998872
100,2.2623567240007105
101,2.259789527997782
102,2.2159460429975297
103,2.286320273997262
104,2.2915034010002273
105,2.3125623029991402
106,2.367263763997471
107,2.32027689700044
108,2.4250901030027308
109,2.6178034379991004
110,2.5890940289973514
111,2.6715700709974044
112,2.6727133669992327
113,2.7601086489958107
114,2.7244551459953072
115,2.8247598219968495
116,2.813251096995373
117,2.827818115998525
118,2.89701089799928
119,2.9084196900003008
120,2.6219468590061297
121,2.6476364959962666
122,2.71716827799537
123,2.7186398830017424
124,4.209494959999574
125,3.5675311840022914
126,3.48379664899403
127,5.2914921150004375
128,3.122251257998869
129,3.1854109359992435
130,2.858030094001151
131,2.940579155998421
132,3.4737470429972745
133,3.6431182529995567
134,3.174076422001235
135,3.9691264880020753
136,3.648145683000621
137,3.492325858998811
138,3.155435036998824
139,3.138884837004298
140,3.443460142996628
141,3.6577933590015164
142,3.7861661419956363
143,3.6097057549995952
144,4.188627909999923
145,3.314818461003597
146,4.019983988000604
147,4.143757601006655
148,4.009096768000745
149,4.045968318001542
150,3.937218983999628
151,3.4504933299976983
152,3.5011191019948456
153,4.037142551998841
154,4.119141285002115
155,3.6932492249979987
156,4.05292080000072
157,3.921135887001583
158,3.9493062639958225
159,3.7765551830016193
160,3.906584012998792
161,4.129880366999714
162,4.252987025000039
163,4.087263993998931
164,4.030786839000939
165,4.477193455997622
166,4.36477577000187
167,4.142527218995383
168,4.526931512998999
169,4.696453206001024
170,3.760186134997639
171,3.863645234006981
172,3.7995952519995626
173,3.894565998001781
174,4.011139968999487
175,3.946555537004315
176,4.154259846000059
177,3.9290549860015744
178,4.045675080000365
179,4.0864352580028935
180,4.219521723003709
181,4.362268356999266
182,4.741815917004715
183,4.259313848000602
184,4.617058686999371
185,4.745684317997075
186,4.586841812000785
187,4.383334058999026
188,4.55873123499623
189,4.610590539996338
190,4.354758262001269
191,4.4231567720053135
192,4.357591291998688
193,4.286884656998154
194,5.1028496399958385
195,5.078917252998508
196,5.498366380001244
197,5.307379922996915
198,5.496995733003132
199,5.52341435100243
